,classifierGrid,best_classifier,best_train_OA,best_test_OA,best_train_kappa,best_test_kappa
0,"GridSearchCV(estimator=MLPClassifier(), n_jobs=3,
             param_grid={'activation': ['logistic', 'tanh', 'relu'],
                         'alpha': [0.0001], 'batch_size': ['auto'],
                         'beta_1': [0.1, 0.5, 0.9], 'beta_2': [0.1, 0.5, 0.999],
                         'early_stopping': [False],
                         'epsilon': [0.1, 0.0001, 1e-08],
                         'hidden_layer_sizes': [(3,), (6,), (9,)],
                         'learning_rate': ['constant', 'adaptive'],
                         'learning_rate_init': [0.001], 'max_fun': [15000],
                         'max_iter': [50, 200, 500], 'momentum': [0.9],
                         'n_iter_no_change': [10], 'nesterovs_momentum': [True],
                         'random_state': [None], 'shuffle': [True],
                         'solver': ['lbfgs', 'sgd', 'adam'], 'tol': [0.0001],
                         'verbose': [True], 'warm_start': [False]},
             verbose=10)","MLPClassifier(activation='tanh', beta_1=0.5, beta_2=0.1,
              hidden_layer_sizes=(9,), learning_rate='adaptive', solver='lbfgs',
              verbose=True)",0.9922118380062306,0.984472049689441,0.9769862777992859,0.952638700947226
