,classifierGrid,best_classifier,best_train_OA,best_test_OA,best_train_kappa,best_test_kappa
0,"GridSearchCV(estimator=RandomForestClassifier(), n_jobs=3,
             param_grid={'criterion': ['gini'],
                         'max_depth': [3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
                                       15, 16, 17, 18, 19, 20],
                         'min_samples_leaf': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11,
                                              12, 13, 14],
                         'min_samples_split': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11,
                                               12, 13, 14, 15, 16, 17, 18, 19,
                                               20, 21, 22, 23, 24, 25, 26, 27,
                                               28, 29, 30],
                         'n_estimators': [30, 40, 50, 60, 70, 80, 90],
                         'random_state': [0]},
             verbose=10)","RandomForestClassifier(max_depth=8, min_samples_leaf=10, min_samples_split=22,
                       n_estimators=60, random_state=0)",0.9551166965888689,0.9535714285714286,0.6683023272432768,0.6239669421487604
